OI,link_2020,link_2021,link_2022,link_2023,link_2024,ref
DENW12AL0000dgXc,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=848&height=755&bbox=398036.841%2C5716124.52%2C398043.026%2C5716130.025&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=848&height=755&bbox=398036.841%2C5716124.52%2C398043.026%2C5716130.025&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=848&height=755&bbox=398036.841%2C5716124.52%2C398043.026%2C5716130.025&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=848&height=755&bbox=398036.841%2C5716124.52%2C398043.026%2C5716130.025&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=848&height=755&bbox=398036.841%2C5716124.52%2C398043.026%2C5716130.025&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009317696094512939
DENW34AL00008osu,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=950&height=674&bbox=335130.722%2C5727309.992%2C335146.833%2C5727321.424&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=950&height=674&bbox=335130.722%2C5727309.992%2C335146.833%2C5727321.424&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=950&height=674&bbox=335130.722%2C5727309.992%2C335146.833%2C5727321.424&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=950&height=674&bbox=335130.722%2C5727309.992%2C335146.833%2C5727321.424&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=950&height=674&bbox=335130.722%2C5727309.992%2C335146.833%2C5727321.424&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009337365627288818
DENW04AL10007Y7P,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=701&height=913&bbox=415152.896%2C5727607.975%2C415160.009%2C5727617.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=701&height=913&bbox=415152.896%2C5727607.975%2C415160.009%2C5727617.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=701&height=913&bbox=415152.896%2C5727607.975%2C415160.009%2C5727617.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=701&height=913&bbox=415152.896%2C5727607.975%2C415160.009%2C5727617.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=701&height=913&bbox=415152.896%2C5727607.975%2C415160.009%2C5727617.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009348392486572266
DENW22AL200006Df,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=941&height=680&bbox=366124.767%2C5703020.6%2C366136.657%2C5703029.194&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=941&height=680&bbox=366124.767%2C5703020.6%2C366136.657%2C5703029.194&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=941&height=680&bbox=366124.767%2C5703020.6%2C366136.657%2C5703029.194&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=941&height=680&bbox=366124.767%2C5703020.6%2C366136.657%2C5703029.194&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=941&height=680&bbox=366124.767%2C5703020.6%2C366136.657%2C5703029.194&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009353756904602051
DENW02AL1JR000TF,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1021&height=627&bbox=397373.873%2C5707614.937%2C397380.663%2C5707619.107&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1021&height=627&bbox=397373.873%2C5707614.937%2C397380.663%2C5707619.107&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1021&height=627&bbox=397373.873%2C5707614.937%2C397380.663%2C5707619.107&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1021&height=627&bbox=397373.873%2C5707614.937%2C397380.663%2C5707619.107&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1021&height=627&bbox=397373.873%2C5707614.937%2C397380.663%2C5707619.107&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009364485740661621
DENW04AL10007auJ,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=860&height=744&bbox=413898.259%2C5727152.292%2C413911.439%2C5727163.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=860&height=744&bbox=413898.259%2C5727152.292%2C413911.439%2C5727163.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=860&height=744&bbox=413898.259%2C5727152.292%2C413911.439%2C5727163.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=860&height=744&bbox=413898.259%2C5727152.292%2C413911.439%2C5727163.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=860&height=744&bbox=413898.259%2C5727152.292%2C413911.439%2C5727163.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009364783763885498
DENW22AL80004QoN,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=837&height=764&bbox=362951.231%2C5694820.956%2C362963.967%2C5694832.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=837&height=764&bbox=362951.231%2C5694820.956%2C362963.967%2C5694832.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=837&height=764&bbox=362951.231%2C5694820.956%2C362963.967%2C5694832.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=837&height=764&bbox=362951.231%2C5694820.956%2C362963.967%2C5694832.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=837&height=764&bbox=362951.231%2C5694820.956%2C362963.967%2C5694832.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009402036666870117
DENW52AL00dGtHyt,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=615&height=1041&bbox=382341.595%2C5715078.61%2C382372.697%2C5715131.248&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=615&height=1041&bbox=382341.595%2C5715078.61%2C382372.697%2C5715131.248&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=615&height=1041&bbox=382341.595%2C5715078.61%2C382372.697%2C5715131.248&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=615&height=1041&bbox=382341.595%2C5715078.61%2C382372.697%2C5715131.248&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=615&height=1041&bbox=382341.595%2C5715078.61%2C382372.697%2C5715131.248&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009445548057556152
DENW02AL10002hc9,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=804&height=796&bbox=392193.988%2C5708721.711%2C392206.725%2C5708734.321&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=804&height=796&bbox=392193.988%2C5708721.711%2C392206.725%2C5708734.321&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=804&height=796&bbox=392193.988%2C5708721.711%2C392206.725%2C5708734.321&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=804&height=796&bbox=392193.988%2C5708721.711%2C392206.725%2C5708734.321&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=804&height=796&bbox=392193.988%2C5708721.711%2C392206.725%2C5708734.321&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009462833404541016
DENW06AL0004DezD,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=787&height=813&bbox=385068.563%2C5695181.642%2C385082.634%2C5695196.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=787&height=813&bbox=385068.563%2C5695181.642%2C385082.634%2C5695196.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=787&height=813&bbox=385068.563%2C5695181.642%2C385082.634%2C5695196.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=787&height=813&bbox=385068.563%2C5695181.642%2C385082.634%2C5695196.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=787&height=813&bbox=385068.563%2C5695181.642%2C385082.634%2C5695196.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009482502937316895
DENW34AL0000l8f1,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1329&height=482&bbox=329187.555%2C5706638.378%2C329229.998%2C5706653.757&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1329&height=482&bbox=329187.555%2C5706638.378%2C329229.998%2C5706653.757&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1329&height=482&bbox=329187.555%2C5706638.378%2C329229.998%2C5706653.757&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1329&height=482&bbox=329187.555%2C5706638.378%2C329229.998%2C5706653.757&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1329&height=482&bbox=329187.555%2C5706638.378%2C329229.998%2C5706653.757&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009505748748779297
DENW04AL1ol0008Z,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=651&height=983&bbox=412603.76%2C5726646.927%2C412608.904%2C5726654.693&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=651&height=983&bbox=412603.76%2C5726646.927%2C412608.904%2C5726654.693&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=651&height=983&bbox=412603.76%2C5726646.927%2C412608.904%2C5726654.693&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=651&height=983&bbox=412603.76%2C5726646.927%2C412608.904%2C5726654.693&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=651&height=983&bbox=412603.76%2C5726646.927%2C412608.904%2C5726654.693&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009507834911346436
DENW06AL0003ymeu,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=708&height=904&bbox=382389.878%2C5683460.156%2C382394.729%2C5683466.346&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=708&height=904&bbox=382389.878%2C5683460.156%2C382394.729%2C5683466.346&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=708&height=904&bbox=382389.878%2C5683460.156%2C382394.729%2C5683466.346&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=708&height=904&bbox=382389.878%2C5683460.156%2C382394.729%2C5683466.346&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=708&height=904&bbox=382389.878%2C5683460.156%2C382394.729%2C5683466.346&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009566545486450195
DENW34AL0002skCN,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=767&height=835&bbox=334368.558%2C5702564.227%2C334374.507%2C5702570.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=767&height=835&bbox=334368.558%2C5702564.227%2C334374.507%2C5702570.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=767&height=835&bbox=334368.558%2C5702564.227%2C334374.507%2C5702570.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=767&height=835&bbox=334368.558%2C5702564.227%2C334374.507%2C5702570.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=767&height=835&bbox=334368.558%2C5702564.227%2C334374.507%2C5702570.706&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.000956803560256958
DENW34AL0000Kwlq,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=679&height=942&bbox=333846.29%2C5712612.911%2C333850.854%2C5712619.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=679&height=942&bbox=333846.29%2C5712612.911%2C333850.854%2C5712619.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=679&height=942&bbox=333846.29%2C5712612.911%2C333850.854%2C5712619.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=679&height=942&bbox=333846.29%2C5712612.911%2C333850.854%2C5712619.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=679&height=942&bbox=333846.29%2C5712612.911%2C333850.854%2C5712619.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009604096412658691
DENW12AL0000dKdl,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=697&height=918&bbox=397585.241%2C5718786.508%2C397601.757%2C5718808.237&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=697&height=918&bbox=397585.241%2C5718786.508%2C397601.757%2C5718808.237&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=697&height=918&bbox=397585.241%2C5718786.508%2C397601.757%2C5718808.237&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=697&height=918&bbox=397585.241%2C5718786.508%2C397601.757%2C5718808.237&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=697&height=918&bbox=397585.241%2C5718786.508%2C397601.757%2C5718808.237&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009613037109375
DENW06AL0004VwGT,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1185&height=540&bbox=385085.632%2C5700663.438%2C385092.732%2C5700666.674&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1185&height=540&bbox=385085.632%2C5700663.438%2C385092.732%2C5700666.674&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1185&height=540&bbox=385085.632%2C5700663.438%2C385092.732%2C5700666.674&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1185&height=540&bbox=385085.632%2C5700663.438%2C385092.732%2C5700666.674&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1185&height=540&bbox=385085.632%2C5700663.438%2C385092.732%2C5700666.674&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009618997573852539
DENW52AL00dsovmy,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=791&height=809&bbox=371326.013%2C5725246.646%2C371331.695%2C5725252.453&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=791&height=809&bbox=371326.013%2C5725246.646%2C371331.695%2C5725252.453&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=791&height=809&bbox=371326.013%2C5725246.646%2C371331.695%2C5725252.453&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=791&height=809&bbox=371326.013%2C5725246.646%2C371331.695%2C5725252.453&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=791&height=809&bbox=371326.013%2C5725246.646%2C371331.695%2C5725252.453&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009620189666748047
DENW05AL10001Z10,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=818&height=782&bbox=376298.998%2C5710559.831%2C376315.624%2C5710575.716&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=818&height=782&bbox=376298.998%2C5710559.831%2C376315.624%2C5710575.716&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=818&height=782&bbox=376298.998%2C5710559.831%2C376315.624%2C5710575.716&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=818&height=782&bbox=376298.998%2C5710559.831%2C376315.624%2C5710575.716&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=818&height=782&bbox=376298.998%2C5710559.831%2C376315.624%2C5710575.716&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009675025939941406
DENW34AL0000jvaB,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=740&height=865&bbox=329041.354%2C5709960.9%2C329048.517%2C5709969.272&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=740&height=865&bbox=329041.354%2C5709960.9%2C329048.517%2C5709969.272&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=740&height=865&bbox=329041.354%2C5709960.9%2C329048.517%2C5709969.272&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=740&height=865&bbox=329041.354%2C5709960.9%2C329048.517%2C5709969.272&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=740&height=865&bbox=329041.354%2C5709960.9%2C329048.517%2C5709969.272&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,0.0009785294532775879
