"OI","annotation_id","annotator","comparison_2020_2021","comparison_2021_2022","comparison_2022_2023","comparison_2023_2024","created_at","id","lead_time","link_2020","link_2021","link_2022","link_2023","link_2024","ref","updated_at","zustand2020","zustand2021","zustand2022","zustand2023","zustand2024"
"DENW06AL0003kSLo",5831,"12","","","","","2025-09-29T06:51:08.277399Z",782,2.176,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=681&height=940&bbox=382760.51%2C5684277.529%2C382768.132%2C5684288.061&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=681&height=940&bbox=382760.51%2C5684277.529%2C382768.132%2C5684288.061&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=681&height=940&bbox=382760.51%2C5684277.529%2C382768.132%2C5684288.061&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=681&height=940&bbox=382760.51%2C5684277.529%2C382768.132%2C5684288.061&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=681&height=940&bbox=382760.51%2C5684277.529%2C382768.132%2C5684288.061&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014019608497619,"2025-09-29T06:51:08.277425Z","","","","",""
"DENW02AL1000MAyL",5832,"12","","","","","2025-09-29T06:51:13.493984Z",783,3.744,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=675&height=948&bbox=403861.569%2C5709726.862%2C403866.474%2C5709733.744&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=675&height=948&bbox=403861.569%2C5709726.862%2C403866.474%2C5709733.744&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=675&height=948&bbox=403861.569%2C5709726.862%2C403866.474%2C5709733.744&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=675&height=948&bbox=403861.569%2C5709726.862%2C403866.474%2C5709733.744&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=675&height=948&bbox=403861.569%2C5709726.862%2C403866.474%2C5709733.744&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014033913612365,"2025-09-29T06:51:13.494009Z","","","","",""
"DENW12AL0000iKnC",5833,"12","","","","","2025-09-29T06:51:15.892682Z",784,1.064,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=629&height=1018&bbox=399558.203%2C5719991.545%2C399562.001%2C5719997.698&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=629&height=1018&bbox=399558.203%2C5719991.545%2C399562.001%2C5719997.698&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=629&height=1018&bbox=399558.203%2C5719991.545%2C399562.001%2C5719997.698&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=629&height=1018&bbox=399558.203%2C5719991.545%2C399562.001%2C5719997.698&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=629&height=1018&bbox=399558.203%2C5719991.545%2C399562.001%2C5719997.698&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014038681983947,"2025-09-29T06:51:15.892700Z","","","","",""
"DENW05AL2Q000067",5834,"12","","","","","2025-09-29T06:51:33.187379Z",785,15.56,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=805&height=795&bbox=379203.717%2C5712389.006%2C379210.805%2C5712396.008&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=805&height=795&bbox=379203.717%2C5712389.006%2C379210.805%2C5712396.008&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=805&height=795&bbox=379203.717%2C5712389.006%2C379210.805%2C5712396.008&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=805&height=795&bbox=379203.717%2C5712389.006%2C379210.805%2C5712396.008&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=805&height=795&bbox=379203.717%2C5712389.006%2C379210.805%2C5712396.008&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014072358608245,"2025-09-29T06:51:33.187403Z","","","","",""
"DENW34AL00008uTW",5835,"12","","","","","2025-09-29T06:51:36.995683Z",786,2.503,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=794&height=806&bbox=336352.197%2C5725795.442%2C336359.888%2C5725803.258&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=794&height=806&bbox=336352.197%2C5725795.442%2C336359.888%2C5725803.258&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=794&height=806&bbox=336352.197%2C5725795.442%2C336359.888%2C5725803.258&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=794&height=806&bbox=336352.197%2C5725795.442%2C336359.888%2C5725803.258&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=794&height=806&bbox=336352.197%2C5725795.442%2C336359.888%2C5725803.258&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014095604419708,"2025-09-29T06:51:36.995707Z","","","","",""
"DENW34AL0002vh1q",5836,"12","","","","","2025-09-29T06:51:41.693834Z",787,3.264,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=740&height=865&bbox=332089.181%2C5716171.97%2C332095.769%2C5716179.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=740&height=865&bbox=332089.181%2C5716171.97%2C332095.769%2C5716179.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=740&height=865&bbox=332089.181%2C5716171.97%2C332095.769%2C5716179.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=740&height=865&bbox=332089.181%2C5716171.97%2C332095.769%2C5716179.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=740&height=865&bbox=332089.181%2C5716171.97%2C332095.769%2C5716179.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014098286628723,"2025-09-29T06:51:41.693855Z","","","","",""
"DENW01AL1000Hldc",5837,"12","","","","","2025-09-29T06:51:58.200894Z",788,14.676,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1506&height=425&bbox=374820.17%2C5700792.837%2C374827.298%2C5700794.848&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1506&height=425&bbox=374820.17%2C5700792.837%2C374827.298%2C5700794.848&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1506&height=425&bbox=374820.17%2C5700792.837%2C374827.298%2C5700794.848&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1506&height=425&bbox=374820.17%2C5700792.837%2C374827.298%2C5700794.848&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1506&height=425&bbox=374820.17%2C5700792.837%2C374827.298%2C5700794.848&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014103949069976,"2025-09-29T06:51:58.200913Z","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar"
"DENW52AL00fAwuro",5838,"12","","","","","2025-09-29T07:01:42.367059Z",789,581.237,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1026&height=624&bbox=389104.833%2C5718577.035%2C389114.429%2C5718582.866&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1026&height=624&bbox=389104.833%2C5718577.035%2C389114.429%2C5718582.866&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1026&height=624&bbox=389104.833%2C5718577.035%2C389114.429%2C5718582.866&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1026&height=624&bbox=389104.833%2C5718577.035%2C389114.429%2C5718582.866&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1026&height=624&bbox=389104.833%2C5718577.035%2C389114.429%2C5718582.866&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014112889766693,"2025-09-29T07:01:42.367082Z","","","","",""
"DENW05AL10002Mxb",5839,"12","","","","","2025-09-29T07:01:45.365608Z",790,1.696,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=606&height=1055&bbox=377497.472%2C5713790.922%2C377503.834%2C5713801.995&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=606&height=1055&bbox=377497.472%2C5713790.922%2C377503.834%2C5713801.995&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=606&height=1055&bbox=377497.472%2C5713790.922%2C377503.834%2C5713801.995&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=606&height=1055&bbox=377497.472%2C5713790.922%2C377503.834%2C5713801.995&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=606&height=1055&bbox=377497.472%2C5713790.922%2C377503.834%2C5713801.995&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.001411497592926,"2025-09-29T07:01:45.365635Z","","","","",""
"DENW04AL1000Jbve",5840,"12","","","","","2025-09-29T07:01:48.205158Z",791,1.418,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=890&height=719&bbox=422349.342%2C5727343.12%2C422356.548%2C5727348.939&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=890&height=719&bbox=422349.342%2C5727343.12%2C422356.548%2C5727348.939&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=890&height=719&bbox=422349.342%2C5727343.12%2C422356.548%2C5727348.939&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=890&height=719&bbox=422349.342%2C5727343.12%2C422356.548%2C5727348.939&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=890&height=719&bbox=422349.342%2C5727343.12%2C422356.548%2C5727348.939&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014122724533081,"2025-09-29T07:01:48.205196Z","","","","",""
"DENW01AL1000G5vU",5841,"12","","","","","2025-09-29T07:01:51.308646Z",792,1.322,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=752&height=851&bbox=372772.938%2C5703479.339%2C372782.846%2C5703490.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=752&height=851&bbox=372772.938%2C5703479.339%2C372782.846%2C5703490.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=752&height=851&bbox=372772.938%2C5703479.339%2C372782.846%2C5703490.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=752&height=851&bbox=372772.938%2C5703479.339%2C372782.846%2C5703490.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=752&height=851&bbox=372772.938%2C5703479.339%2C372782.846%2C5703490.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014135539531707,"2025-09-29T07:01:51.308666Z","","","","",""
"DENW12AL0000dGCO",5842,"12","","","","","2025-09-29T07:01:54.083551Z",793,1.364,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1125&height=569&bbox=397460.006%2C5719507.03%2C397469.401%2C5719511.781&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1125&height=569&bbox=397460.006%2C5719507.03%2C397469.401%2C5719511.781&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1125&height=569&bbox=397460.006%2C5719507.03%2C397469.401%2C5719511.781&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1125&height=569&bbox=397460.006%2C5719507.03%2C397469.401%2C5719511.781&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1125&height=569&bbox=397460.006%2C5719507.03%2C397469.401%2C5719511.781&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014154613018035,"2025-09-29T07:01:54.083580Z","","","","",""
"DENW12AL0000mylE",5843,"12","","","","","2025-09-29T07:01:57.273635Z",794,1.343,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=944&height=678&bbox=394304.792%2C5727365.246%2C394310.348%2C5727369.239&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=944&height=678&bbox=394304.792%2C5727365.246%2C394310.348%2C5727369.239&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=944&height=678&bbox=394304.792%2C5727365.246%2C394310.348%2C5727369.239&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=944&height=678&bbox=394304.792%2C5727365.246%2C394310.348%2C5727369.239&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=944&height=678&bbox=394304.792%2C5727365.246%2C394310.348%2C5727369.239&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.001415729522705,"2025-09-29T07:01:57.273666Z","","","","",""
"DENW12AL00004AbQ",5844,"12","","","","","2025-09-29T07:02:00.033447Z",795,1.353,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=871&height=735&bbox=414826.623%2C5703546.686%2C414837.363%2C5703555.75&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=871&height=735&bbox=414826.623%2C5703546.686%2C414837.363%2C5703555.75&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=871&height=735&bbox=414826.623%2C5703546.686%2C414837.363%2C5703555.75&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=871&height=735&bbox=414826.623%2C5703546.686%2C414837.363%2C5703555.75&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=871&height=735&bbox=414826.623%2C5703546.686%2C414837.363%2C5703555.75&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014172196388244,"2025-09-29T07:02:00.033467Z","","","","",""
"DENW12AL0000f8WA",5845,"12","","","","","2025-09-29T07:02:05.571733Z",796,3.699,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=742&height=862&bbox=406342.706%2C5709544.236%2C406348.026%2C5709550.415&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=742&height=862&bbox=406342.706%2C5709544.236%2C406348.026%2C5709550.415&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=742&height=862&bbox=406342.706%2C5709544.236%2C406348.026%2C5709550.415&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=742&height=862&bbox=406342.706%2C5709544.236%2C406348.026%2C5709550.415&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=742&height=862&bbox=406342.706%2C5709544.236%2C406348.026%2C5709550.415&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014178156852722,"2025-09-29T07:02:05.571757Z","","","","",""
"DENW22AL30000A90",5846,"12","","","","","2025-09-29T07:02:22.054070Z",797,14.687,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=869&height=736&bbox=357365.542%2C5706304.897%2C357382.241%2C5706319.035&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=869&height=736&bbox=357365.542%2C5706304.897%2C357382.241%2C5706319.035&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=869&height=736&bbox=357365.542%2C5706304.897%2C357382.241%2C5706319.035&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=869&height=736&bbox=357365.542%2C5706304.897%2C357382.241%2C5706319.035&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=869&height=736&bbox=357365.542%2C5706304.897%2C357382.241%2C5706319.035&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014193058013916,"2025-09-29T07:02:22.054091Z","","","","",""
"DENW04AL1000JemU",5847,"12","","","","","2025-09-29T07:02:24.738210Z",798,1.275,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=732&height=874&bbox=426662.319%2C5726942.791%2C426670.807%2C5726952.926&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=732&height=874&bbox=426662.319%2C5726942.791%2C426670.807%2C5726952.926&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=732&height=874&bbox=426662.319%2C5726942.791%2C426670.807%2C5726952.926&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=732&height=874&bbox=426662.319%2C5726942.791%2C426670.807%2C5726952.926&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=732&height=874&bbox=426662.319%2C5726942.791%2C426670.807%2C5726952.926&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014195144176483,"2025-09-29T07:02:24.738231Z","","","","",""
"DENW02AL100076ev",5848,"12","","","","","2025-09-29T07:02:27.916164Z",799,1.347,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=911&height=702&bbox=386929.252%2C5708216.583%2C386941.794%2C5708226.252&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=911&height=702&bbox=386929.252%2C5708216.583%2C386941.794%2C5708226.252&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=911&height=702&bbox=386929.252%2C5708216.583%2C386941.794%2C5708226.252&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=911&height=702&bbox=386929.252%2C5708216.583%2C386941.794%2C5708226.252&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=911&height=702&bbox=386929.252%2C5708216.583%2C386941.794%2C5708226.252&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0014234185218811,"2025-09-29T07:02:27.916188Z","","","","",""
