oi,year_1,year_2,label,hat_solar,dach_erkennbar,haus_im_bau,dach_gereinigt,link_1,link_2,geom
DENW22AL40001uuG,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=890&height=719&bbox=359523.376%2C5703583.359%2C359532.361%2C5703590.624&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=890&height=719&bbox=359523.376%2C5703583.359%2C359532.361%2C5703590.624&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((359523.376 5703585.438, 359523.586 5703589.125, 359523.672 5703590.624, 359532.361 5703589.773, 359532.27 5703588.329, 359532.031 5703584.48, 359528.586 5703584.679, 359528.509 5703583.359, 359526.806 5703583.525, 359526.902 5703585.194, 359523.376 5703585.438))"
DENW22AL70001sc4,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=719&height=890&bbox=357566.601%2C5703176.263%2C357583.94%2C5703197.713&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=719&height=890&bbox=357566.601%2C5703176.263%2C357583.94%2C5703197.713&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((357566.601 5703180.02, 357566.676 5703180.246, 357567.291 5703180.05, 357573.03 5703197.713, 357583.94 5703194.162, 357581.425 5703186.407, 357580.655 5703184.035, 357578.134 5703176.263, 357568.159 5703179.513, 357566.601 5703180.02))"
DENW22AL70001w6h,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=695&height=921&bbox=356417.616%2C5702804.656%2C356428.24%2C5702818.743&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=695&height=921&bbox=356417.616%2C5702804.656%2C356428.24%2C5702818.743&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((356417.616 5702817.208, 356421.776 5702818.743, 356422.662 5702816.323, 356423.495 5702814.049, 356424.962 5702814.59, 356427.248 5702808.349, 356427.687 5702808.074, 356428.24 5702806.569, 356427.851 5702805.77, 356426.416 5702805.222, 356425.92 5702805.374, 356424.036 5702804.656, 356420.893 5702812.931, 356419.389 5702812.362, 356419.334 5702812.504, 356419.321 5702812.547, 356417.616 5702817.208))"
DENW22AL70001lvW,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=661&height=968&bbox=357297.119%2C5703393.989%2C357304.963%2C5703405.48&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=661&height=968&bbox=357297.119%2C5703393.989%2C357304.963%2C5703405.48&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((357297.119 5703394.594, 357297.551 5703399.58, 357298.06 5703405.48, 357304.963 5703404.878, 357304.069 5703393.989, 357297.119 5703394.594))"
DENW22AL70000EtV,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=805&height=795&bbox=358312.766%2C5701061.127%2C358319.485%2C5701067.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=805&height=795&bbox=358312.766%2C5701061.127%2C358319.485%2C5701067.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((358312.766 5701067.172, 358318.9 5701067.759, 358319.485 5701061.718, 358313.37 5701061.127, 358312.766 5701067.172))"
DENW22AL2n30002U,2022,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=698&height=918&bbox=359733.459%2C5702769.071%2C359753.988%2C5702796.076&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=698&height=918&bbox=359733.459%2C5702769.071%2C359753.988%2C5702796.076&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((359733.459 5702771.777, 359737.74 5702796.076, 359753.988 5702793.436, 359750.014 5702769.071, 359733.459 5702771.777))"
DENW22AL10000hQW,2020,2021,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=800&height=800&bbox=361957.261%2C5701220.025%2C361971.352%2C5701234.12&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=800&height=800&bbox=361957.261%2C5701220.025%2C361971.352%2C5701234.12&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,"POLYGON ((361957.261 5701222.291, 361958.886 5701230.936, 361959.484 5701234.12, 361970.882 5701231.89, 361971.352 5701231.798, 361970.753 5701228.663, 361969.099 5701220.025, 361957.261 5701222.291))"
DENW22AL10000f20,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=824&height=777&bbox=362449.311%2C5701593.5%2C362461.554%2C5701605.045&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=824&height=777&bbox=362449.311%2C5701593.5%2C362461.554%2C5701605.045&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362449.311 5701600.212, 362457.614 5701605.045, 362460.185 5701600.637, 362460.226 5701600.655, 362461.554 5701598.379, 362453.169 5701593.5, 362449.311 5701600.212))"
DENW22AL10000hQW,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=800&height=800&bbox=361957.261%2C5701220.025%2C361971.352%2C5701234.12&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=800&height=800&bbox=361957.261%2C5701220.025%2C361971.352%2C5701234.12&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((361957.261 5701222.291, 361958.886 5701230.936, 361959.484 5701234.12, 361970.882 5701231.89, 361971.352 5701231.798, 361970.753 5701228.663, 361969.099 5701220.025, 361957.261 5701222.291))"
DENW22AL10000cHC,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=594&height=1078&bbox=362966.412%2C5700879.482%2C362969.431%2C5700884.964&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=594&height=1078&bbox=362966.412%2C5700879.482%2C362969.431%2C5700884.964&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((362966.412 5700879.513, 362966.606 5700884.964, 362969.431 5700884.891, 362969.237 5700879.482, 362966.412 5700879.513))"
DENW22AL10000cHC,2020,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=594&height=1078&bbox=362966.412%2C5700879.482%2C362969.431%2C5700884.964&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=594&height=1078&bbox=362966.412%2C5700879.482%2C362969.431%2C5700884.964&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((362966.412 5700879.513, 362966.606 5700884.964, 362969.431 5700884.891, 362969.237 5700879.482, 362966.412 5700879.513))"
DENW22AL10000cVV,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=866&height=739&bbox=363703.488%2C5702342.631%2C363719.724%2C5702356.491&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=866&height=739&bbox=363703.488%2C5702342.631%2C363719.724%2C5702356.491&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((363703.488 5702345.808, 363705.581 5702354.715, 363705.999 5702356.491, 363719.724 5702353.331, 363717.108 5702342.631, 363703.488 5702345.808))"
DENW22AL10000cHC,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=594&height=1078&bbox=362966.412%2C5700879.482%2C362969.431%2C5700884.964&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=594&height=1078&bbox=362966.412%2C5700879.482%2C362969.431%2C5700884.964&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362966.412 5700879.513, 362966.606 5700884.964, 362969.431 5700884.891, 362969.237 5700879.482, 362966.412 5700879.513))"
DENW22AL600004eO,2022,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=804&height=796&bbox=362539.481%2C5702339.148%2C362555.506%2C5702355.032&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=804&height=796&bbox=362539.481%2C5702339.148%2C362555.506%2C5702355.032&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362539.481 5702347.643, 362545.947 5702355.032, 362555.506 5702346.468, 362548.94 5702339.148, 362543.681 5702343.873, 362539.481 5702347.643))"
DENW22AL600004eO,2020,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=804&height=796&bbox=362539.481%2C5702339.148%2C362555.506%2C5702355.032&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=804&height=796&bbox=362539.481%2C5702339.148%2C362555.506%2C5702355.032&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((362539.481 5702347.643, 362545.947 5702355.032, 362555.506 5702346.468, 362548.94 5702339.148, 362543.681 5702343.873, 362539.481 5702347.643))"
DENW22AL600004eO,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=804&height=796&bbox=362539.481%2C5702339.148%2C362555.506%2C5702355.032&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=804&height=796&bbox=362539.481%2C5702339.148%2C362555.506%2C5702355.032&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362539.481 5702347.643, 362545.947 5702355.032, 362555.506 5702346.468, 362548.94 5702339.148, 362543.681 5702343.873, 362539.481 5702347.643))"
DENW22AL10000jxg,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=739&height=866&bbox=364230.972%2C5701210.928%2C364239.555%2C5701220.975&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=739&height=866&bbox=364230.972%2C5701210.928%2C364239.555%2C5701220.975&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((364230.972 5701219.985, 364231.803 5701220.094, 364238.52 5701220.975, 364239.555 5701211.8, 364238.842 5701211.707, 364238.92 5701211.113, 364237.511 5701210.928, 364237.434 5701211.524, 364233.556 5701211.017, 364232.895 5701216.093, 364231.505 5701215.921, 364230.972 5701219.985))"
DENW22AL800004VJ,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=837&height=765&bbox=360069.792%2C5700421.269%2C360084.445%2C5700434.659&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=837&height=765&bbox=360069.792%2C5700421.269%2C360084.445%2C5700434.659&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((360069.792 5700430.547, 360081.105 5700434.659, 360084.445 5700425.233, 360073.164 5700421.269, 360069.792 5700430.547))"
DENW22AL200006Qh,2022,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=833&height=768&bbox=365990.054%2C5701962.066%2C365996.361%2C5701967.885&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=833&height=768&bbox=365990.054%2C5701962.066%2C365996.361%2C5701967.885&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((365990.054 5701964.219, 365994.631 5701967.885, 365996.361 5701965.729, 365991.78 5701962.066, 365990.054 5701964.219))"
DENW22AL60001NkA,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=883&height=724&bbox=365651.612%2C5704720.448%2C365677.545%2C5704741.713&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=883&height=724&bbox=365651.612%2C5704720.448%2C365677.545%2C5704741.713&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((365651.612 5704730.056, 365660.755 5704734.685, 365661.329 5704734.974, 365665.619 5704737.162, 365665.689 5704737.198, 365672.64 5704740.738, 365672.916 5704740.879, 365674.555 5704741.713, 365677.545 5704735.842, 365675.63 5704734.865, 365667.63 5704730.792, 365669.499 5704727.027, 365669.149 5704726.847, 365665.745 5704725.089, 365656.665 5704720.448, 365651.612 5704730.056))"
DENW22AL60001NkA,2022,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=883&height=724&bbox=365651.612%2C5704720.448%2C365677.545%2C5704741.713&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=883&height=724&bbox=365651.612%2C5704720.448%2C365677.545%2C5704741.713&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((365651.612 5704730.056, 365660.755 5704734.685, 365661.329 5704734.974, 365665.619 5704737.162, 365665.689 5704737.198, 365672.64 5704740.738, 365672.916 5704740.879, 365674.555 5704741.713, 365677.545 5704735.842, 365675.63 5704734.865, 365667.63 5704730.792, 365669.499 5704727.027, 365669.149 5704726.847, 365665.745 5704725.089, 365656.665 5704720.448, 365651.612 5704730.056))"
DENW22AL50000tDK,2020,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=549&height=1166&bbox=367715.693%2C5701176.6%2C367724.423%2C5701195.158&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=549&height=1166&bbox=367715.693%2C5701176.6%2C367724.423%2C5701195.158&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((367715.693 5701194.216, 367721.366 5701195.158, 367724.423 5701177.556, 367718.85 5701176.6, 367715.693 5701194.216))"
DENW22AL50000ofP,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=798&height=802&bbox=368480.389%2C5702073.471%2C368488.966%2C5702082.092&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=798&height=802&bbox=368480.389%2C5702073.471%2C368488.966%2C5702082.092&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((368480.389 5702078.663, 368486.065 5702082.092, 368486.932 5702080.483, 368488.966 5702076.711, 368483.518 5702073.471, 368480.389 5702078.663))"
DENW22AL80001uHL,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=636&height=1006&bbox=366560.42%2C5702396.582%2C366564.559%2C5702403.13&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=636&height=1006&bbox=366560.42%2C5702396.582%2C366564.559%2C5702403.13&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((366560.42 5702397.234, 366561.784 5702403.13, 366564.559 5702402.488, 366563.236 5702396.582, 366560.42 5702397.234))"
DENW22AL50000yjo,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=804&height=796&bbox=369276.372%2C5700712.002%2C369284.107%2C5700719.653&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=804&height=796&bbox=369276.372%2C5700712.002%2C369284.107%2C5700719.653&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((369276.372 5700717.532, 369281.992 5700719.653, 369284.107 5700714.113, 369278.487 5700712.002, 369276.372 5700717.532))"
DENW22AL200002nf,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((366366.603 5704322.487, 366375.302 5704325.989, 366377.857 5704327.017, 366378.327 5704325.611, 366380.681 5704326.599, 366380.538 5704326.806, 366380.86 5704327.862, 366383.55 5704329.017, 366384.408 5704328.652, 366385.076 5704326.97, 366384.868 5704326.289, 366384.328 5704326.063, 366385.946 5704322.124, 366378.222 5704318.848, 366370.09 5704315.282, 366368.663 5704318.363, 366368.349 5704318.234, 366366.603 5704322.487))"
DENW01AL1000Jg4n,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1041&height=615&bbox=373722.051%2C5702363.894%2C373728.661%2C5702367.797&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1041&height=615&bbox=373722.051%2C5702363.894%2C373728.661%2C5702367.797&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((373722.051 5702367.237, 373728.454 5702367.797, 373728.661 5702364.287, 373722.296 5702363.894, 373722.051 5702367.237))"
DENW01AL1000G4Nv,2020,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=720&height=888&bbox=374851.874%2C5700165.746%2C374857.065%2C5700172.149&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=720&height=888&bbox=374851.874%2C5700165.746%2C374857.065%2C5700172.149&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((374851.874 5700170.829, 374854.591 5700172.149, 374857.065 5700167.035, 374854.34 5700165.746, 374851.874 5700170.829))"
DENW01AL1000Jg4n,2022,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1041&height=615&bbox=373722.051%2C5702363.894%2C373728.661%2C5702367.797&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1041&height=615&bbox=373722.051%2C5702363.894%2C373728.661%2C5702367.797&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((373722.051 5702367.237, 373728.454 5702367.797, 373728.661 5702364.287, 373722.296 5702363.894, 373722.051 5702367.237))"
DENW34AL0002j1P0,2022,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=959&height=667&bbox=322711.737%2C5730208.796%2C322722.4%2C5730216.215&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=959&height=667&bbox=322711.737%2C5730208.796%2C322722.4%2C5730216.215&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((322715.828 5730212.564, 322722.006 5730213.294, 322722.4 5730209.959, 322712.563 5730208.796, 322711.737 5730215.783, 322715.396 5730216.215, 322715.828 5730212.564))"
DENW34AL0000GQqK,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=779&height=821&bbox=340237.727%2C5734458.773%2C340253.729%2C5734475.635&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=779&height=821&bbox=340237.727%2C5734458.773%2C340253.729%2C5734475.635&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((340237.727 5734461.686, 340240.844 5734475.635, 340253.729 5734472.665, 340250.644 5734458.773, 340237.727 5734461.686))"
DENW34AL0000GQqK,2022,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=779&height=821&bbox=340237.727%2C5734458.773%2C340253.729%2C5734475.635&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=779&height=821&bbox=340237.727%2C5734458.773%2C340253.729%2C5734475.635&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((340237.727 5734461.686, 340240.844 5734475.635, 340253.729 5734472.665, 340250.644 5734458.773, 340237.727 5734461.686))"
DENW52AL00bBqxBq,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=799&height=801&bbox=374941.5%2C5734818.698%2C374954.928%2C5734832.162&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=799&height=801&bbox=374941.5%2C5734818.698%2C374954.928%2C5734832.162&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((374947.537 5734832.038, 374947.652 5734832.162, 374951.287 5734828.704, 374954.928 5734825.276, 374948.769 5734818.698, 374942.843 5734824.282, 374941.5 5734825.566, 374942.731 5734826.896, 374947.537 5734832.038))"
DENW52AL00bEayDm,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=672&height=953&bbox=376236.995%2C5733245.848%2C376244.022%2C5733255.821&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=672&height=953&bbox=376236.995%2C5733245.848%2C376244.022%2C5733255.821&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((376236.995 5733247.239, 376240.619 5733255.821, 376244.022 5733254.479, 376240.378 5733245.848, 376236.995 5733247.239))"
DENW52AL00bEayDm,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=672&height=953&bbox=376236.995%2C5733245.848%2C376244.022%2C5733255.821&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=672&height=953&bbox=376236.995%2C5733245.848%2C376244.022%2C5733255.821&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((376236.995 5733247.239, 376240.619 5733255.821, 376244.022 5733254.479, 376240.378 5733245.848, 376236.995 5733247.239))"
