oi,year_1,year_2,label,hat_solar,dach_erkennbar,haus_im_bau,dach_gereinigt,link_1,link_2,geom
DENW04AL1000JduR,2020,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=997&height=642&bbox=426393.662%2C5722956.346%2C426415.215%2C5722970.219&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=997&height=642&bbox=426393.662%2C5722956.346%2C426415.215%2C5722970.219&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((426393.662 5722959.263, 426395.471 5722968.741, 426410.021 5722966.242, 426410.777 5722970.219, 426415.215 5722969.382, 426414.437 5722965.326, 426412.214 5722965.753, 426410.659 5722956.477, 426410.494 5722956.493, 426410.468 5722956.346, 426393.662 5722959.263))"
DENW04AL1000CZtr,2022,2024,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=836&height=765&bbox=420710.834%2C5721105.352%2C420717.524%2C5721111.474&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=836&height=765&bbox=420710.834%2C5721105.352%2C420717.524%2C5721111.474&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((420710.834 5721107.672, 420715.729 5721111.474, 420717.524 5721109.147, 420712.637 5721105.352, 420710.834 5721107.672))"
DENW04AL1000JbRl,2022,2023,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=827&height=774&bbox=425841.272%2C5723084.615%2C425856.2%2C5723098.578&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=827&height=774&bbox=425841.272%2C5723084.615%2C425856.2%2C5723098.578&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((425841.272 5723091.644, 425845.988 5723098.578, 425856.071 5723091.688, 425856.077 5723091.637, 425856.2 5723091.552, 425851.497 5723084.615, 425841.272 5723091.644))"
DENW06AL0003kUBi,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=730&height=877&bbox=384766.841%2C5679625.737%2C384785.956%2C5679648.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=730&height=877&bbox=384766.841%2C5679625.737%2C384785.956%2C5679648.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((384766.841 5679645.533, 384781.6 5679648.686, 384785.956 5679628.988, 384773.565 5679626.245, 384771.24 5679625.737, 384766.841 5679645.533))"
DENW06AL0003kUKK,2020,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=792&height=808&bbox=382828.33%2C5679585.084%2C382835.703%2C5679592.603&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=792&height=808&bbox=382828.33%2C5679585.084%2C382835.703%2C5679592.603&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((382828.33 5679587.959, 382831.423 5679592.603, 382835.703 5679589.725, 382832.61 5679585.084, 382828.33 5679587.959))"
DENW06AL0003kUFj,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=946&height=677&bbox=385116.777%2C5678566.749%2C385125.808%2C5678573.212&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=946&height=677&bbox=385116.777%2C5678566.749%2C385125.808%2C5678573.212&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((385116.777 5678566.92, 385116.863 5678573.212, 385125.808 5678573.03, 385125.695 5678566.749, 385116.777 5678566.92))"
DENW06AL0003kVDb,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=800&height=800&bbox=387203.825%2C5679669.557%2C387214.893%2C5679680.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=800&height=800&bbox=387203.825%2C5679669.557%2C387214.893%2C5679680.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((387203.825 5679675.537, 387209.781 5679680.628, 387214.893 5679674.648, 387214.739 5679674.516, 387210.633 5679671.006, 387208.938 5679669.557, 387203.825 5679675.537))"
DENW06AL0003kUF0,2020,2022,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=845&height=757&bbox=385184.767%2C5678755.77%2C385209.166%2C5678777.631&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=845&height=757&bbox=385184.767%2C5678755.77%2C385209.166%2C5678777.631&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((385184.767 5678763.542, 385190.603 5678777.631, 385209.166 5678769.798, 385203.295 5678755.77, 385184.767 5678763.542))"
DENW06AL0003ibfe,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=823&height=778&bbox=387990.667%2C5678390.822%2C388000.74%2C5678400.344&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=823&height=778&bbox=387990.667%2C5678390.822%2C388000.74%2C5678400.344&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((387990.667 5678394.465, 387997.666 5678400.344, 388000.74 5678396.678, 387993.72 5678390.822, 387990.667 5678394.465))"
DENW06AL0003ibff,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=818&height=782&bbox=387976.957%2C5678376.505%2C387986.265%2C5678385.401&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=818&height=782&bbox=387976.957%2C5678376.505%2C387986.265%2C5678385.401&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((387976.957 5678380.2, 387983.107 5678385.401, 387983.779 5678384.592, 387986.265 5678381.595, 387980.037 5678376.505, 387977.739 5678379.263, 387976.957 5678380.2))"
DENW06AL0003kUE8,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=911&height=703&bbox=385921.724%2C5679046.982%2C385934.523%2C5679056.854&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=911&height=703&bbox=385921.724%2C5679046.982%2C385934.523%2C5679056.854&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((385921.724 5679047.99, 385922.463 5679056.854, 385934.523 5679055.86, 385933.736 5679046.982, 385921.724 5679047.99))"
DENW06AL0003kUER,2022,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=731&height=876&bbox=385696.846%2C5679283.003%2C385713.668%2C5679303.174&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=731&height=876&bbox=385696.846%2C5679283.003%2C385713.668%2C5679303.174&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((385696.846 5679287.396, 385704.333 5679303.174, 385713.668 5679298.801, 385706.181 5679283.003, 385696.846 5679287.396))"
DENW06AL0003kVEh,2022,2023,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=774&height=827&bbox=389989.274%2C5679800.296%2C389996.473%2C5679807.99&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=774&height=827&bbox=389989.274%2C5679800.296%2C389996.473%2C5679807.99&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((389989.274 5679805.697, 389992.118 5679807.99, 389996.473 5679802.589, 389993.628 5679800.296, 389989.274 5679805.697))"
DENW06AL0003kVEi,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=666&height=961&bbox=389984.334%2C5679768.899%2C389994.266%2C5679783.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=666&height=961&bbox=389984.334%2C5679768.899%2C389994.266%2C5679783.245&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((389984.334 5679770.258, 389986.59 5679783.245, 389993.863 5679781.976, 389994.266 5679781.906, 389994.222 5679781.649, 389994.081 5679780.833, 389992.025 5679768.899, 389991.769 5679768.944, 389989.908 5679769.273, 389989.794 5679769.293, 389985.872 5679769.986, 389984.334 5679770.258))"
DENW06AL0003kVFQ,2023,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=724&height=884&bbox=388946.688%2C5679895.881%2C388974.029%2C5679929.243&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=724&height=884&bbox=388946.688%2C5679895.881%2C388974.029%2C5679929.243&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((388946.688 5679922.699, 388964.381 5679929.243, 388971.426 5679909.766, 388974.029 5679902.571, 388956.519 5679895.881, 388946.688 5679922.699))"
DENW06AL0003kVFW,2022,2024,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1092&height=586&bbox=388898.085%2C5679863.495%2C388910.653%2C5679870.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1092&height=586&bbox=388898.085%2C5679863.495%2C388910.653%2C5679870.235&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((388898.085 5679863.507, 388898.092 5679870.235, 388910.653 5679870.22, 388910.645 5679863.495, 388898.085 5679863.507))"
DENW06AL0003kVGE,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=825&height=776&bbox=388437.158%2C5679668.699%2C388456.423%2C5679686.806&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=825&height=776&bbox=388437.158%2C5679668.699%2C388456.423%2C5679686.806&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((388437.158 5679671.687, 388454.474 5679686.806, 388456.423 5679684.556, 388441.339 5679671.416, 388441.989 5679670.679, 388439.757 5679668.699, 388437.158 5679671.687))"
DENW06AL0003kUAH,2020,2022,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=851&height=752&bbox=386005.531%2C5679805.135%2C386024.178%2C5679821.597&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=851&height=752&bbox=386005.531%2C5679805.135%2C386024.178%2C5679821.597&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((386005.531 5679813.763, 386019.212 5679821.597, 386024.178 5679812.977, 386016.556 5679808.585, 386010.879 5679805.347, 386010.516 5679805.135, 386005.531 5679813.763))"
DENW06AL000AB2Cy,2022,2024,0,true,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=802&height=798&bbox=386993.069%2C5679939.313%2C387002.827%2C5679949.022&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=802&height=798&bbox=386993.069%2C5679939.313%2C387002.827%2C5679949.022&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((386993.069 5679947.215, 387000.982 5679949.022, 387002.827 5679941.108, 386994.874 5679939.313, 386993.069 5679947.215))"
DENW06AL000ACY46,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=670&height=955&bbox=387219.546%2C5679771.19%2C387224.128%2C5679777.715&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=670&height=955&bbox=387219.546%2C5679771.19%2C387224.128%2C5679777.715&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((387219.546 5679776.861, 387222.523 5679777.715, 387224.128 5679772.06, 387221.168 5679771.19, 387219.546 5679776.861))"
DENW06AL000ACY47,2021,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=930&height=688&bbox=387207.636%2C5679767.69%2C387221.233%2C5679777.748&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=930&height=688&bbox=387207.636%2C5679767.69%2C387221.233%2C5679777.748&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((387207.636 5679774.442, 387219.306 5679777.748, 387219.546 5679776.861, 387221.168 5679771.19, 387221.233 5679770.986, 387209.592 5679767.69, 387207.636 5679774.442))"
DENW06AL0003iZ78,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=932&height=686&bbox=394849.49%2C5679639.856%2C394865.331%2C5679651.518&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=932&height=686&bbox=394849.49%2C5679639.856%2C394865.331%2C5679651.518&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((394849.49 5679651.027, 394864.922 5679651.518, 394865.331 5679640.079, 394859.247 5679639.91, 394859.208 5679640.425, 394849.929 5679639.856, 394849.49 5679651.027))"
DENW06AL0003iZLu,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=829&height=772&bbox=393491.722%2C5679358.1%2C393499.212%2C5679365.075&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=829&height=772&bbox=393491.722%2C5679358.1%2C393499.212%2C5679365.075&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((393491.722 5679360.355, 393497.279 5679365.075, 393499.212 5679362.809, 393493.637 5679358.1, 393491.722 5679360.355))"
DENW06AL0003iZNp,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=766&height=835&bbox=393420.455%2C5679213.42%2C393429.838%2C5679223.648&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=766&height=835&bbox=393420.455%2C5679213.42%2C393429.838%2C5679223.648&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((393420.455 5679223.327, 393429.446 5679223.648, 393429.838 5679213.979, 393427.041 5679213.869, 393426.226 5679213.477, 393424.488 5679213.42, 393423.644 5679213.736, 393420.828 5679213.626, 393420.543 5679221.028, 393420.455 5679223.327))"
DENW06AL0003iZPW,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=728&height=879&bbox=393481.074%2C5679149.358%2C393492.828%2C5679163.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=728&height=879&bbox=393481.074%2C5679149.358%2C393492.828%2C5679163.544&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((393481.074 5679151.308, 393481.513 5679153.315, 393482.676 5679158.68, 393482.753 5679159.054, 393482.677 5679159.069, 393483.647 5679163.544, 393492.632 5679161.62, 393492.828 5679161.578, 393490.188 5679149.413, 393490.173 5679149.358, 393484.208 5679150.634, 393481.074 5679151.308))"
DENW06AL0003iZVs,2021,2024,0,false,true,true,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=761&height=841&bbox=394140.124%2C5678140.032%2C394150.059%2C5678151.013&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=761&height=841&bbox=394140.124%2C5678140.032%2C394150.059%2C5678151.013&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((394140.124 5678148.264, 394143.12 5678151.013, 394150.059 5678142.834, 394147.132 5678140.032, 394145.67 5678141.75, 394142.163 5678145.869, 394140.124 5678148.264))"
DENW06AL00042tAj,2021,2022,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=837&height=765&bbox=393447.474%2C5679213.842%2C393454.267%2C5679220.05&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=837&height=765&bbox=393447.474%2C5679213.842%2C393454.267%2C5679220.05&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((393447.474 5679214.124, 393447.688 5679220.05, 393454.267 5679219.89, 393454.103 5679213.842, 393447.64 5679214.035, 393447.474 5679214.124))"
DENW06AL0009ClWQ,2022,2023,0,true,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=759&height=843&bbox=393502.849%2C5679238.017%2C393512.083%2C5679248.263&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=759&height=843&bbox=393502.849%2C5679238.017%2C393512.083%2C5679248.263&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((393502.849 5679247.127, 393510.771 5679248.263, 393512.083 5679239.149, 393504.158 5679238.017, 393502.849 5679247.127))"
DENW06AL0009NGuc,2020,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=804&height=796&bbox=393304.971%2C5679427.56%2C393312.168%2C5679434.689&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=804&height=796&bbox=393304.971%2C5679427.56%2C393312.168%2C5679434.689&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((393304.971 5679429.204, 393306.581 5679434.689, 393312.168 5679433.08, 393310.577 5679427.56, 393304.971 5679429.204))"
DENW06AL0009jZhL,2021,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=904&height=708&bbox=394310.615%2C5678110.282%2C394316.607%2C5678114.979&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=904&height=708&bbox=394310.615%2C5678110.282%2C394316.607%2C5678114.979&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((394310.615 5678113.44, 394315.548 5678114.979, 394316.607 5678112.011, 394311.76 5678110.282, 394310.615 5678113.44))"
DENW06AL0003ibYi,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=641&height=999&bbox=390215.384%2C5678522.694%2C390225.267%2C5678538.101&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=641&height=999&bbox=390215.384%2C5678522.694%2C390225.267%2C5678538.101&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((390215.384 5678537.593, 390224.422 5678538.101, 390225.267 5678523.065, 390216.238 5678522.694, 390216.224 5678522.95, 390215.412 5678537.32, 390215.384 5678537.593))"
DENW06AL0003ibYr,2021,2023,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=625&height=1024&bbox=390138.321%2C5678521.264%2C390142.196%2C5678527.617&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=625&height=1024&bbox=390138.321%2C5678521.264%2C390142.196%2C5678527.617&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((390138.321 5678527.198, 390141.37 5678527.617, 390142.196 5678521.618, 390139.622 5678521.264, 390139.258 5678523.907, 390138.788 5678523.805, 390138.321 5678527.198))"
DENW06AL0003iZZE,2022,2024,0,true,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=811&height=789&bbox=393164.22%2C5677516.276%2C393176.027%2C5677527.768&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=811&height=789&bbox=393164.22%2C5677516.276%2C393176.027%2C5677527.768&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((393164.22 5677525.944, 393174.154 5677527.768, 393176.027 5677518.222, 393166.119 5677516.276, 393164.22 5677525.944))"
DENW06AL0003iZW1,2020,2022,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=793&height=808&bbox=394248.359%2C5678157.125%2C394258.184%2C5678167.136&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=793&height=808&bbox=394248.359%2C5678157.125%2C394258.184%2C5678167.136&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((394248.359 5678164.462, 394254.458 5678167.136, 394258.184 5678158.925, 394255.524 5678157.753, 394254.84 5678159.115, 394251.41 5678157.606, 394250.312 5678157.125, 394248.612 5678161.005, 394249.671 5678161.469, 394248.359 5678164.462))"
DENW06AL000AYqzi,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=845&height=758&bbox=394251.301%2C5678141.097%2C394263.638%2C5678152.16&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=845&height=758&bbox=394251.301%2C5678141.097%2C394263.638%2C5678152.16&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((394251.301 5678144.062, 394254.89 5678145.691, 394253.442 5678148.634, 394260.931 5678152.16, 394263.638 5678146.524, 394256.274 5678142.879, 394252.674 5678141.097, 394251.301 5678144.062))"
DENW06AL0003ibcy,2023,2024,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=653&height=980&bbox=391130.29%2C5678001.755%2C391133.989%2C5678007.301&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=653&height=980&bbox=391130.29%2C5678001.755%2C391133.989%2C5678007.301&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((391130.29 5678001.778, 391130.326 5678007.301, 391133.989 5678007.277, 391133.954 5678001.755, 391130.29 5678001.778))"
